"Verkiezing";;"Tweede Kamer der Staten-Generaal 2023"
"Datum";;"2023-11-22"
"Gebied";;"Kieskring Groningen"
"Nummer";;"HSB1"

"Lijstnummer";"Aanduiding";"Volgnummer";"Naam kandidaat";"Totaal";"Groningen";"Stadskanaal";"Veendam";"Pekela";"Oldambt";"Westerwolde";"Midden-Groningen";"Het Hogeland";"Westerkwartier";"Eemsdelta"
;;"29";"Teders, N.B.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Bakkers, T.F.M.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"31";"van Gelderen, J.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"32";"baron van Till, J.W.J.";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"33";"van Breemen, W.";"3";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"34";"Blaak, M.G.M.H.";"8";"3";"0";"0";"3";"1";"0";"1";"0";"0";"0"
"18";"BVNL / Groep Van Haga";;;"1870";"601";"112";"88";"36";"126";"85";"202";"175";"303";"142"
;;"1";"van Haga, W.R.";"1166";"384";"75";"62";"26";"98";"55";"130";"77";"170";"89"
;;"2";"Krol, H.C.M.";"51";"3";"6";"3";"0";"3";"4";"10";"5";"11";"6"
;;"3";"van Keimpema, J.S.";"224";"53";"14";"7";"5";"3";"13";"15";"36";"59";"19"
;;"4";"Dercksen, R.G.J.";"7";"3";"0";"2";"0";"0";"0";"1";"0";"1";"0"
;;"5";"Koopmans - van der Veen, W.J.";"40";"11";"0";"2";"0";"2";"2";"2";"8";"9";"4"
;;"6";"van Aalst, R.R.";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"7";"Emons, I.M.A.";"8";"5";"0";"2";"0";"0";"0";"0";"0";"0";"1"
;;"8";"Shahbazi Fishtali, S.";"10";"5";"1";"0";"0";"1";"0";"0";"1";"1";"1"
;;"9";"de Kok, A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"10";"van Tellingen, H.P.";"7";"1";"1";"1";"0";"0";"0";"4";"0";"0";"0"
;;"11";"van der Velden, P.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"12";"Ramautarsing, Y.J.S.";"5";"2";"0";"0";"0";"0";"0";"2";"1";"0";"0"
;;"13";"Bosscher, C.J.";"10";"2";"2";"1";"1";"0";"0";"0";"3";"1";"0"
;;"14";"Wijnschenk, H.H.R.";"4";"2";"0";"0";"0";"0";"0";"1";"0";"1";"0"
;;"15";"Hulleman, S.P.X.";"65";"19";"1";"2";"1";"2";"1";"8";"14";"13";"4"
;;"16";"Schuiling, A.";"28";"10";"0";"2";"0";"4";"0";"5";"4";"2";"1"
;;"17";"van der Veen, T.A.";"8";"1";"0";"0";"0";"0";"0";"0";"1";"6";"0"
;;"18";"Schilder, P.C.J.";"8";"2";"3";"0";"0";"0";"1";"0";"1";"0";"1"
;;"19";"Vogelzang, S.J.";"7";"0";"0";"0";"0";"0";"0";"1";"5";"1";"0"
;;"20";"Pestman, R.J.E.";"146";"52";"8";"2";"3";"10";"7";"17";"19";"14";"14"
;;"21";"Vulders, S.";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"22";"van der Wiele, D.";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"23";"Brunke, R.L.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"24";"Gorter-de Vos, M.";"6";"4";"0";"1";"0";"0";"0";"0";"0";"1";"0"
;;"25";"van Dalen, E.H.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"26";"Wiersma, K.J.";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"27";"van Kassel, P.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"28";"Wymenga-Kooistra, G.";"9";"3";"0";"0";"0";"0";"0";"1";"0";"5";"0"
;;"29";"Jonk, S.J.M.";"3";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0"
;;"30";"Zuidema, C.";"3";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1"
;;"31";"van der Meeren, C.J.R.F.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"32";"Mensing, C.M.";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"33";"Durlacher, F.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"34";"Dienjes, C.S.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"35";"de Bekker, M.A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"36";"Laarhoven, E.L.O.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"37";"Eradus, R.F.E.";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"38";"Westhoff, R.J.H.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"39";"Beverloo, M.";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"40";"van Buuren, M.J.";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
;;"41";"Overeem, A.C.";"29";"22";"1";"0";"0";"0";"1";"2";"0";"2";"1"
;;"42";"Thiessens, F.B.M.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"43";"Brouwer, A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"44";"Manders, T.T.A.J.";"8";"6";"0";"0";"0";"1";"1";"0";"0";"0";"0"
;;"45";"Filippini, L.T.C.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"46";"Verweij, D.W.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"47";"Elens, R.B.";"4";"1";"0";"0";"0";"0";"0";"1";"0";"2";"0"
;;"48";"Rolloos, M.A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"49";"Talsma, J.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"50";"Smolders, H.A.J.";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
"19";"Nieuw Sociaal Contract";;;"53514";"17044";"3326";"2822";"1143";"3865";"2459";"6031";"5148";"6840";"4836"
;;"1";"Omtzigt, P.H.";"42789";"13036";"2922";"2263";"972";"3234";"2165";"4748";"4035";"5597";"3817"
;;"2";"van Vroonhoven-Kok, J.N.";"1268";"640";"51";"61";"12";"55";"35";"122";"75";"145";"72"
;;"3";"Uitermark, J.J.M.";"320";"167";"9";"13";"4";"11";"16";"27";"22";"33";"18"
;;"4";"Veldkamp, C.C.J.";"66";"31";"2";"3";"3";"5";"1";"6";"3";"7";"5"
;;"5";"Palmen-Schlangen, S.T.P.H.";"242";"114";"9";"12";"5";"13";"5";"21";"14";"28";"21"
;;"6";"van Hijum, Y.J.";"40";"23";"0";"2";"0";"0";"1";"4";"2";"5";"3"
;;"7";"Soepboer, A.J.";"355";"206";"6";"4";"1";"1";"5";"9";"19";"89";"15"
;;"8";"Joseph, A.S.";"65";"35";"2";"2";"0";"2";"1";"10";"2";"5";"6"
;;"9";"Six Dijkstra, J.P.S.";"46";"34";"0";"1";"0";"3";"0";"1";"2";"3";"2"
;;"10";"Welzijn, R.M.";"56";"41";"0";"2";"1";"1";"0";"2";"2";"4";"3"
;;"11";"Postma, W.L.";"22";"13";"1";"1";"0";"2";"0";"1";"0";"3";"1"
;;"12";"Zeedijk-Raeven, F.A.";"23";"13";"0";"1";"0";"0";"0";"4";"2";"3";"0"
;;"13";"Idsinga, F.L.";"27";"21";"0";"0";"0";"1";"0";"2";"1";"2";"0"
;;"14";"Jansen, D.E.M.C.";"3229";"1343";"139";"168";"62";"194";"104";"380";"250";"359";"230"
;;"15";"van Oostenbruggen, T.";"19";"12";"0";"0";"0";"1";"0";"2";"0";"1";"3"
;;"16";"Kahraman, I.";"36";"22";"0";"2";"0";"2";"0";"2";"5";"3";"0"
;;"17";"Hertzberger, R.Y.";"120";"66";"3";"3";"0";"3";"2";"11";"15";"11";"6"
;;"18";"Bruyning, F.H.";"32";"23";"1";"1";"2";"0";"1";"0";"0";"3";"1"
;;"19";"van Dijk, O.C.";"13";"4";"0";"0";"2";"0";"0";"1";"2";"3";"1"
;;"20";"Holman, H.";"217";"47";"12";"8";"3";"8";"11";"12";"7";"98";"11"
;;"21";"Boomsma, D.T.";"22";"13";"1";"2";"0";"1";"0";"1";"1";"2";"1"
;;"22";"Heite, A.";"4207";"979";"152";"269";"74";"312";"103";"636";"659";"422";"601"
;;"23";"Saris, I.G.";"62";"26";"1";"1";"0";"0";"5";"2";"24";"2";"1"
;;"24";"Wingelaar, N.T.P.";"12";"10";"1";"0";"0";"0";"0";"0";"0";"0";"1"
;;"25";"Koops, W.J.";"5";"3";"0";"0";"0";"0";"0";"1";"0";"0";"1"
;;"26";"Achahbar, N.";"36";"28";"2";"0";"0";"1";"0";"4";"1";"0";"0"
;;"27";"van Waveren, A.";"6";"5";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"28";"de Korte-Verhoef, M.C.";"13";"6";"1";"0";"0";"2";"0";"1";"0";"1";"2"
;;"29";"Boelhouwer, N.P.";"10";"6";"1";"0";"0";"2";"1";"0";"0";"0";"0"
;;"30";"Schouten, M.A.C.";"6";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"Kouwenhoven, A.J.";"3";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0"
;;"32";"Verouden, V.C.H.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"33";"Heine, J.A.H.";"54";"16";"6";"3";"1";"4";"2";"12";"1";"5";"4"
;;"34";"Pouwelse, S.F.W.";"4";"2";"0";"0";"0";"0";"0";"2";"0";"0";"0"
;;"35";"de Leeuw-Jongejans, M.M.";"9";"5";"1";"0";"0";"0";"0";"0";"0";"2";"1"
;;"36";"Hartog, I.C.";"11";"8";"0";"0";"0";"0";"0";"0";"1";"0";"2"
;;"37";"van Bruchem, R.H.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"38";"van de Ven, M.A.A.";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
;;"39";"de Neijs, E.D.E.";"16";"12";"1";"0";"0";"0";"0";"0";"0";"2";"1"
;;"40";"Hassoo, W.";"4";"2";"1";"0";"0";"0";"0";"0";"0";"1";"0"
;;"41";"Graafland-van Duijn, M.A.";"31";"16";"0";"0";"0";"6";"1";"5";"2";"0";"1"
;;"42";"den Hartogh, A.";"8";"5";"0";"0";"0";"0";"0";"0";"1";"0";"2"
;;"43";"Wessels, R.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"44";"Geleijnse, S.";"8";"4";"0";"0";"0";"0";"0";"2";"0";"0";"2"
"20";"Splinter";;;"377";"195";"17";"8";"7";"19";"12";"35";"27";"36";"21"
;;"1";"van Kooten-Arissen, F.M.";"286";"148";"12";"7";"6";"14";"9";"27";"20";"26";"17"
;;"2";"Ipenburg, N.";"23";"13";"0";"0";"0";"0";"2";"1";"1";"5";"1"
;;"3";"Bogers, T.J.";"7";"6";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"4";"Vos, J.";"4";"2";"0";"0";"0";"1";"0";"1";"0";"0";"0"
;;"5";"Jansma, D.M.";"2";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"6";"Mu'ayyed Mir-Damádi, N.";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1"
;;"7";"Rasenberg, N.E.";"8";"4";"0";"0";"0";"0";"1";"2";"0";"1";"0"
;;"8";"Janssen, P.G.";"2";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0"
;;"9";"van der Weide, Y.";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"10";"Wehnes, E.";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"11";"de Backer, R.E.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"12";"Hoedeman, A.D.J.";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"13";"Rechards, B.P.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"14";"Weyers, J.A.W.P.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"15";"van Dam, G.A.J.";"13";"7";"0";"0";"0";"2";"0";"1";"1";"1";"1"
;;"16";"Abrahams, J.M.";"2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"Kuin, D.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"18";"Gerritsen, M.C.G.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"19";"Leijendekkers, L.S.";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"20";"de Ruiter, T.K.";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"21";"Pijnenburg, G.A.J.";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"22";"Schot, M.";"3";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"23";"Ezendam, N.";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"24";"Peeters, L.M.";"2";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"25";"de Groot, D.S.";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"26";"van den Heuvel-Łuczycki, M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"27";"Bruijstens, P.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"28";"Keizer, M.B.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Gol, T.M.L.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"de Koning, T.";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"31";"Keyser, I.";"7";"0";"3";"1";"0";"1";"0";"0";"1";"1";"0"
"21";"LP (Libertaire Partij)";;;"142";"79";"1";"6";"0";"8";"3";"16";"6";"17";"6"
;;"1";"van Lamoen, T.J.";"109";"55";"1";"5";"0";"8";"3";"13";"5";"13";"6"
;;"2";"Burggraaf, B.W.";"4";"2";"0";"0";"0";"0";"0";"1";"0";"1";"0"
;;"3";"Verhagen, P.H.";"2";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"4";"Zijlstra, J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"5";"Meijer, T.D.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"6";"Huijs, T.";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"7";"Pailer, S.";"15";"10";"0";"1";"0";"0";"0";"1";"0";"3";"0"
;;"8";"Loman, W.P.J.A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"9";"van den Brink, G.D.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"10";"Backhuijs, W.Q.";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"11";"Koopmans, S.F.P.";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"12";"Wassenaar, K.J.";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"13";"Noortman, M.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"14";"Visser, P.R.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"15";"Mens, R.W.";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"16";"Brokke, M.A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"Kleinsmit, H.T.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"18";"Hartkamp, P.L.";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"19";"Vermeulen, E.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"22";"LEF - Voor de Nieuwe Generatie";;;"212";"119";"8";"10";"1";"6";"9";"13";"18";"22";"6"
;;"1";"van Duijn, D.C.";"84";"49";"7";"3";"1";"2";"2";"4";"6";"6";"4"
;;"2";"Zantman, N.M.";"69";"36";"1";"2";"0";"1";"3";"7";"7";"10";"2"
;;"3";"Neijts, Z.V.";"10";"6";"0";"1";"0";"1";"1";"0";"0";"1";"0"
;;"4";"Wijnker, M.I.";"8";"5";"0";"1";"0";"0";"0";"1";"0";"1";"0"
;;"5";"Bloem, J.F.";"5";"3";"0";"0";"0";"0";"0";"0";"0";"2";"0"
;;"6";"van Westerlaak, R.M.G.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"7";"van Diest, Y.A.";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"8";"Kherrazi, W.";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"9";"Pont, I.";"3";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"10";"Torres Noordenbos, D.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"11";"Gunning, M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"12";"Berends, M.C.";"5";"3";"0";"1";"0";"1";"0";"0";"0";"0";"0"
;;"13";"Pickkers, L.J.";"2";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"14";"Sjiem-Fat, S.D.";"2";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"15";"Hulst, P.W.";"3";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0"
;;"16";"Bijl, L.";"5";"3";"0";"1";"0";"0";"0";"0";"1";"0";"0"
;;"17";"Twaalfhoven, M.";"4";"2";"0";"0";"0";"0";"0";"0";"2";"0";"0"
;;"18";"Melis, E.M.";"4";"0";"0";"0";"0";"1";"1";"0";"0";"2";"0"
;;"19";"van Die, B.L.Y.";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"20";"van Rooij, M.H.M.";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
"23";"Samen voor Nederland";;;"294";"59";"25";"20";"13";"25";"29";"39";"25";"35";"24"
;;"1";"Reijinga, M.";"98";"31";"7";"2";"4";"6";"4";"17";"10";"9";"8"
;;"2";"You-ala, S.";"30";"9";"1";"1";"1";"0";"0";"6";"4";"5";"3"
;;"3";"ten Seldam, W.";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"4";"Olde Kalter, D.H.";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"5";"Verspeek, M.R.";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"6";"Huzen, J.";"104";"7";"16";"11";"6";"15";"21";"9";"3";"11";"5"
;;"7";"Buijs, L.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"8";"Vaneker, N.C.";"10";"2";"0";"0";"0";"1";"2";"0";"1";"4";"0"
;;"9";"Kuiper, T.R.M.";"4";"1";"1";"1";"0";"0";"0";"0";"0";"1";"0"
;;"10";"Berndsen, V.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"11";"Bosman, M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"12";"van den Berg, D.";"2";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0"
;;"13";"Dekker, C.J.";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"14";"Seijffert-Wubbels, J.M.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"15";"Korving, R.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"16";"Wagt, B.";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"17";"van der Pluijm, D.L.L.";"2";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0"
;;"18";"Verspeek, M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"19";"Ebbers, M.";"2";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0"
;;"20";"Timmer, B.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"21";"Ijben, M.W.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"22";"Bink, S.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"23";"Roebersen, F.J.";"3";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"24";"Ottenhoff, R.S.A.";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1"
;;"25";"Honders, A.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"26";"Huijing, A.A.";"2";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0"
;;"27";"Heesterman, E.";"18";"1";"0";"2";"0";"2";"1";"3";"3";"2";"4"
;;"28";"Zwijnenburg, E.J.";"7";"1";"0";"2";"1";"1";"0";"0";"1";"0";"1"
"24";"Nederland met een PLAN";;;"191";"101";"5";"12";"1";"18";"4";"24";"9";"12";"5"
;;"1";"Chan, K.K.";"113";"57";"3";"6";"0";"12";"4";"16";"3";"10";"2"
;;"2";"Hogeweg, M.Y.";"26";"17";"0";"2";"0";"1";"0";"2";"2";"1";"1"
;;"3";"Groeneveld, R.M.";"3";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"4";"Bouwman, A.K.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"5";"Lutgens, S.I.";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
;;"6";"Bakker, R.";"3";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0"
;;"7";"Dong, L.";"20";"12";"0";"2";"0";"2";"0";"1";"2";"1";"0"
;;"8";"Riley, M.L.H.";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"9";"Chan, S.S.";"4";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"10";"Cai, Y.";"3";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0"
;;"11";"Bosch, D.M.I.T.M.G.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"12";"Fan, W.";"2";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0"
;;"13";"Adolfse, V.W.M.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"14";"Cao, X.";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"15";"Lee, C.Y.";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"16";"Aabidi, M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"Chang, M.J.P.L.";"12";"6";"1";"0";"0";"2";"0";"1";"2";"0";"0"
