"Verkiezing";;"Tweede Kamer der Staten-Generaal 2023"
"Datum";;"2023-11-22"
"Gebied";;"Kieskring Nijmegen"
"Nummer";;"HSB6"

"Lijstnummer";"Aanduiding";"Volgnummer";"Naam kandidaat";"Totaal";"Beuningen";"Buren";"Culemborg";"Druten";"Heumen";"Maasdriel";"Nijmegen";"Tiel";"Wijchen";"Zaltbommel";"West Maas en Waal";"Neder-Betuwe";"Berg en Dal";"West Betuwe"
;;"42";"van Iwaarden, D.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"43";"van Tuijl, L.O.";"71";"0";"0";"0";"0";"0";"3";"0";"0";"0";"54";"0";"6";"0";"8"
;;"44";"Proos, A.J.";"6";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"3";"0";"2"
"13";"DENK";;;"5220";"83";"35";"827";"151";"46";"53";"2088";"1219";"183";"213";"19";"56";"78";"169"
;;"1";"van Baarle, S.R.T.";"3400";"52";"22";"556";"89";"32";"44";"1347";"734";"128";"157";"16";"43";"64";"116"
;;"2";"Ergin, D.A.";"277";"4";"2";"21";"27";"0";"1";"107";"92";"6";"3";"2";"1";"5";"6"
;;"3";"El Abassi, I.";"649";"8";"7";"184";"3";"2";"2";"160";"200";"4";"37";"0";"6";"0";"36"
;;"4";"Alrubey, A.";"158";"2";"1";"15";"5";"4";"1";"93";"27";"4";"3";"0";"1";"2";"0"
;;"5";"Gün, E.";"73";"0";"0";"6";"2";"1";"0";"29";"31";"2";"1";"0";"0";"0";"1"
;;"6";"Usta, Y.";"232";"6";"0";"1";"3";"3";"0";"154";"48";"13";"0";"0";"2";"1";"1"
;;"7";"Rijssel, N.E.";"21";"1";"1";"1";"1";"0";"0";"13";"1";"0";"1";"0";"0";"0";"2"
;;"8";"Maroof, A.";"28";"1";"0";"4";"1";"1";"0";"17";"3";"1";"0";"0";"0";"0";"0"
;;"9";"Mac Intosch, G.J.";"7";"0";"0";"0";"0";"0";"0";"3";"2";"1";"1";"0";"0";"0";"0"
;;"10";"Safranti, M.";"13";"1";"0";"1";"1";"0";"1";"7";"1";"1";"0";"0";"0";"0";"0"
;;"11";"Bayrakci, Y.C.";"21";"0";"0";"1";"2";"0";"0";"10";"7";"0";"0";"0";"0";"1";"0"
;;"12";"Ghazi, M.I.";"9";"1";"0";"2";"0";"0";"0";"2";"3";"0";"0";"0";"0";"1";"0"
;;"13";"Özçelik, S.";"30";"1";"0";"4";"1";"0";"0";"9";"10";"1";"3";"0";"0";"1";"0"
;;"14";"Kaya, A.";"28";"1";"0";"3";"2";"0";"0";"15";"4";"3";"0";"0";"0";"0";"0"
;;"15";"Konuksever-Tekin, A.";"12";"1";"0";"1";"0";"0";"0";"4";"5";"0";"0";"0";"1";"0";"0"
;;"16";"Fkihi, O.";"7";"0";"0";"1";"0";"0";"1";"3";"2";"0";"0";"0";"0";"0";"0"
;;"17";"Çetinkaya, T.";"11";"0";"0";"1";"1";"0";"0";"3";"5";"1";"0";"0";"0";"0";"0"
;;"18";"Şahin, E.";"10";"0";"1";"0";"0";"0";"0";"8";"1";"0";"0";"0";"0";"0";"0"
;;"19";"Kahramanoğlu, C.";"11";"0";"0";"2";"0";"0";"0";"7";"1";"1";"0";"0";"0";"0";"0"
;;"20";"Kaplan, Ç.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"21";"Manhoef, E.E.";"11";"0";"1";"2";"0";"0";"0";"3";"2";"1";"2";"0";"0";"0";"0"
;;"22";"Tan, C.";"4";"0";"0";"0";"0";"0";"0";"1";"2";"1";"0";"0";"0";"0";"0"
;;"23";"Kondu, F.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"24";"Şimşek, J.I.";"10";"0";"0";"4";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0"
;;"25";"Ileri, F.";"7";"1";"0";"1";"2";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0"
;;"26";"Buyatui, H.";"2";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0"
;;"27";"van Burik, M.";"7";"0";"0";"1";"0";"2";"0";"2";"0";"0";"0";"1";"0";"1";"0"
;;"28";"Muradin, N.";"4";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0"
;;"29";"Delener, I.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Sodirijo, S.D.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"Ağirbaş, A.";"3";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0"
;;"32";"Özcan, R.";"6";"0";"0";"0";"0";"0";"0";"1";"3";"0";"0";"0";"0";"0";"2"
;;"33";"Tangali, M.J.";"9";"1";"0";"1";"0";"0";"0";"4";"1";"0";"2";"0";"0";"0";"0"
;;"34";"Othman, R.";"2";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0"
;;"35";"Yildirim, A.";"17";"0";"0";"1";"1";"0";"0";"13";"0";"2";"0";"0";"0";"0";"0"
;;"36";"Akhatab, N.";"16";"1";"0";"4";"0";"0";"0";"3";"6";"0";"2";"0";"0";"0";"0"
;;"37";"Ben Touhami, M.";"29";"0";"0";"1";"0";"0";"3";"8";"10";"4";"1";"0";"1";"0";"1"
;;"38";"Bal, M.I.";"36";"0";"0";"1";"6";"1";"0";"26";"1";"1";"0";"0";"0";"0";"0"
;;"39";"Pancar, Ş.";"5";"0";"0";"0";"0";"0";"0";"4";"1";"0";"0";"0";"0";"0";"0"
;;"40";"Akça, S.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"41";"Dokgöz, Ş.";"8";"1";"0";"0";"1";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0"
;;"42";"Icar, N.";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
;;"43";"Khan, S.Y.";"7";"0";"0";"1";"0";"0";"0";"1";"0";"5";"0";"0";"0";"0";"0"
;;"44";"Sungur, M.";"9";"0";"0";"3";"0";"0";"0";"2";"3";"0";"0";"0";"0";"0";"1"
;;"45";"Koyuncu, S.";"9";"0";"0";"0";"0";"0";"0";"4";"4";"0";"0";"0";"0";"1";"0"
;;"46";"Achbar, F.";"17";"0";"0";"1";"2";"0";"0";"6";"5";"2";"0";"0";"0";"1";"0"
"14";"50PLUS";;;"1543";"103";"84";"96";"81";"46";"91";"273";"141";"167";"88";"80";"48";"111";"134"
;;"1";"van Hooft, G.O.P.C.";"1058";"63";"57";"69";"62";"31";"71";"179";"92";"114";"65";"48";"34";"80";"93"
;;"2";"van Rooij, M.G.J.H.";"31";"2";"0";"1";"2";"3";"1";"3";"4";"2";"3";"0";"1";"4";"5"
;;"3";"Brouwers, J.F.X.M.";"23";"1";"2";"2";"0";"1";"1";"5";"2";"2";"1";"1";"1";"2";"2"
;;"4";"Hoek, W.M.M.";"222";"22";"19";"14";"12";"5";"8";"40";"24";"17";"6";"16";"6";"13";"20"
;;"5";"van Acquoij, R.H.";"13";"0";"1";"1";"0";"0";"1";"1";"3";"3";"0";"1";"0";"0";"2"
;;"6";"Hernández Martínez, A.";"90";"8";"2";"7";"1";"1";"8";"17";"8";"11";"10";"2";"3";"2";"10"
;;"7";"Fonhof, G.J.";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0"
;;"8";"van Tilborg, H.C.A.M.";"3";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0"
;;"9";"van Orsouw, J.H.T.";"29";"1";"0";"0";"1";"1";"1";"8";"0";"9";"0";"7";"0";"1";"0"
;;"10";"Faassen, A.G.";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"11";"Hessing, J.C.";"4";"1";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0"
;;"12";"Jablonski, J.";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"13";"Bongers, J.W.M.";"7";"0";"0";"0";"1";"1";"0";"1";"1";"2";"0";"0";"0";"0";"1"
;;"14";"Franse, A.H.";"20";"2";"0";"0";"0";"2";"0";"7";"0";"3";"0";"0";"0";"6";"0"
;;"15";"van Loon, J.C.A.";"4";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0"
;;"16";"de Kruif, F.N.J.";"2";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
;;"17";"van Es, J.W.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"18";"Biever, R.M.";"5";"0";"0";"1";"0";"0";"0";"1";"2";"1";"0";"0";"0";"0";"0"
;;"19";"Hamersma, K.";"2";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"20";"Hornis, M.P.";"2";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"21";"van Aert, J.L.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"22";"Vriens, M.F.L.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"23";"Voets, J.J.M.";"3";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0"
;;"24";"Hendriks, J.";"16";"1";"1";"1";"0";"1";"0";"2";"3";"1";"2";"3";"0";"1";"0"
"15";"BBB";;;"13369";"651";"1269";"505";"720";"455";"806";"1336";"772";"1158";"766";"1065";"709";"956";"2201"
;;"1";"van der Plas, C.A.M.";"11241";"557";"1085";"404";"623";"386";"689";"1038";"648";"983";"642";"937";"612";"818";"1819"
;;"2";"Keijzer, M.C.G.";"1116";"49";"104";"47";"45";"38";"68";"153";"72";"97";"68";"80";"61";"72";"162"
;;"3";"Tuinman, G.P.";"199";"18";"11";"14";"11";"5";"8";"36";"10";"19";"11";"9";"11";"13";"23"
;;"4";"Vermeer, H.";"52";"2";"3";"2";"7";"5";"4";"3";"2";"12";"0";"4";"2";"5";"1"
;;"5";"Helder, L.M.J.S.";"107";"10";"6";"5";"5";"8";"2";"21";"7";"12";"4";"10";"2";"7";"8"
;;"6";"Pierik, C.R.";"37";"0";"3";"1";"1";"1";"2";"4";"3";"2";"4";"1";"1";"5";"9"
;;"7";"van Zanten, C.R.";"59";"3";"3";"3";"5";"1";"0";"12";"5";"6";"9";"2";"0";"4";"6"
;;"8";"Rummenie, J.F.";"8";"0";"0";"0";"0";"0";"0";"6";"2";"0";"0";"0";"0";"0";"0"
;;"9";"Pouw-Verweij, N.J.F.";"67";"5";"9";"6";"2";"2";"3";"8";"6";"4";"1";"2";"6";"6";"7"
;;"10";"Rikkers-Oosterkamp, M.G.F.";"21";"0";"1";"3";"2";"0";"1";"9";"0";"1";"1";"0";"0";"0";"3"
;;"11";"Wijen-Nass, M.J.M.H.";"32";"2";"3";"0";"2";"0";"1";"9";"0";"4";"0";"1";"4";"6";"0"
;;"12";"Oostenbrink, M.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"13";"Rekers, J.D.";"8";"0";"0";"2";"0";"0";"0";"0";"1";"0";"1";"1";"0";"1";"2"
;;"14";"Hendriks, A.J.";"2";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"15";"Govaert, C.A.H.M.";"6";"0";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"0";"0";"1"
;;"16";"van Vliet, L.R.";"6";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"2";"1"
;;"17";"Hemmen, H.M.";"7";"0";"0";"0";"2";"1";"0";"1";"0";"1";"1";"0";"0";"0";"1"
;;"18";"van Vuuren, C.H.";"17";"0";"0";"4";"0";"1";"1";"2";"0";"1";"0";"0";"1";"1";"6"
;;"19";"van der Meer, S.";"9";"0";"0";"0";"0";"0";"1";"3";"0";"2";"0";"0";"0";"1";"2"
;;"20";"Stoop, C.J.";"7";"0";"0";"0";"0";"1";"1";"2";"0";"1";"0";"0";"0";"0";"2"
;;"21";"van Veen, A.";"7";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"4";"0"
;;"22";"van Lissum, J.T.M.";"3";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1"
;;"23";"Stegink, T.W.";"8";"1";"0";"0";"0";"2";"0";"1";"0";"0";"0";"1";"0";"2";"1"
;;"24";"Huiskamp, F.M.";"10";"0";"0";"0";"0";"0";"1";"3";"1";"0";"0";"1";"1";"2";"1"
;;"25";"Eppink, D.J.";"11";"0";"3";"2";"0";"0";"0";"1";"0";"1";"0";"1";"0";"0";"3"
;;"26";"Hankers, H.F.";"5";"0";"3";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1"
;;"27";"Berghout, N.C.G.";"21";"0";"2";"3";"1";"0";"1";"2";"1";"0";"3";"2";"0";"0";"6"
;;"28";"Roubos, G.L.";"8";"1";"0";"0";"1";"0";"3";"0";"1";"1";"0";"0";"1";"0";"0"
;;"29";"Evers, G.J.A.";"3";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0"
;;"30";"Sijbolts, M.A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"Poppe, W.P.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0"
;;"32";"Swaag, J.H.";"3";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
;;"33";"Waalkens, D.E.";"8";"0";"0";"2";"2";"0";"0";"3";"0";"0";"1";"0";"0";"0";"0"
;;"34";"de Ridder, R.J.G.";"3";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1"
;;"35";"Jaspers, W.C.P.H.";"4";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"2";"0";"0";"0"
;;"36";"Floors, G.W.C.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0"
;;"37";"Luitwieler-Bosma, J.M.";"2";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0"
;;"38";"Rood, I.";"4";"0";"0";"0";"0";"0";"0";"1";"0";"2";"0";"1";"0";"0";"0"
;;"39";"van Noort, M.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0"
;;"40";"Cromwijk, J.";"5";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"2"
;;"41";"van Wijk, J.W.";"10";"0";"6";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"2"
;;"42";"Bos-Zandstra, K.J.";"5";"0";"0";"0";"0";"0";"2";"2";"0";"1";"0";"0";"0";"0";"0"
;;"43";"Egelmeers, P.C.J.M.";"25";"0";"0";"0";"2";"1";"8";"4";"1";"2";"3";"0";"0";"1";"3"
;;"44";"Baltus, A.W.M.";"3";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1"
;;"45";"van der Wereld-Verkerk, P.C.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"46";"Schoone, L.";"8";"0";"0";"0";"1";"0";"0";"2";"1";"1";"0";"0";"0";"0";"3"
;;"47";"Spätgens, J.M.";"2";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"48";"Zeedzen, D.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1"
;;"49";"van Kuilenburg, P.";"186";"3";"21";"3";"3";"0";"10";"1";"7";"0";"10";"5";"1";"3";"119"
;;"50";"Vedder, H.L.";"12";"0";"3";"1";"0";"0";"0";"2";"0";"0";"1";"0";"1";"1";"3"
"16";"BIJ1";;;"1265";"20";"27";"76";"17";"14";"8";"870";"58";"40";"23";"7";"15";"57";"33"
;;"1";"Olf, E.M.";"362";"7";"10";"20";"9";"4";"2";"221";"25";"16";"10";"2";"7";"16";"13"
;;"2";"Mc Cray, L.";"297";"7";"6";"15";"1";"5";"1";"211";"8";"13";"2";"3";"3";"15";"7"
;;"3";"Salmi, L.";"116";"2";"2";"6";"1";"1";"0";"82";"9";"3";"2";"0";"0";"2";"6"
;;"4";"Courtar, G.O.";"38";"0";"0";"10";"0";"0";"1";"24";"0";"1";"1";"0";"0";"0";"1"
;;"5";"de Miranda, E.N.";"22";"1";"2";"1";"0";"0";"0";"13";"1";"0";"1";"0";"1";"2";"0"
;;"6";"Berend, C.E.W.R.";"107";"1";"1";"9";"1";"0";"1";"82";"4";"2";"1";"0";"1";"3";"1"
;;"7";"Luhrs, Y.";"21";"1";"2";"4";"0";"0";"0";"10";"2";"0";"1";"0";"0";"1";"0"
;;"8";"Gal, Y.";"10";"0";"0";"0";"0";"0";"0";"9";"1";"0";"0";"0";"0";"0";"0"
;;"9";"ten Caat, J.";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0"
;;"10";"Zandee, J.I.N.";"171";"1";"1";"2";"3";"3";"1";"145";"3";"2";"0";"0";"2";"8";"0"
;;"11";"Bakker, D.L.";"5";"0";"0";"0";"0";"0";"1";"2";"0";"0";"0";"1";"0";"1";"0"
;;"12";"Wienen, R.D.";"27";"0";"0";"2";"0";"1";"0";"19";"1";"0";"0";"0";"1";"2";"1"
;;"13";"Bijleveld, D.";"31";"0";"2";"3";"1";"0";"0";"20";"1";"0";"0";"0";"0";"3";"1"
;;"14";"Vrede, R.I.";"18";"0";"1";"0";"0";"0";"0";"9";"1";"1";"2";"1";"0";"1";"2"
;;"15";"Timmer, R.S.Y.";"38";"0";"0";"4";"1";"0";"1";"22";"2";"2";"3";"0";"0";"2";"1"
"17";"Piratenpartij - De Groenen";;;"271";"14";"9";"16";"7";"6";"11";"142";"10";"12";"4";"5";"4";"17";"14"
;;"1";"van Treuren, M.A.";"134";"5";"6";"10";"6";"4";"7";"65";"3";"6";"2";"2";"4";"7";"7"
;;"2";"Sadloe, S.";"37";"1";"0";"3";"0";"1";"1";"19";"5";"2";"1";"0";"0";"3";"1"
;;"3";"van Zwoll, R.M.E.";"4";"0";"0";"1";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0"
;;"4";"Pontier, M.A.";"3";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0"
;;"5";"Brandsma, W.A.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0"
;;"6";"ter Haar, O.H.";"3";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1"
;;"7";"Zimmerman, H.K.";"10";"0";"1";"0";"0";"0";"0";"4";"2";"0";"1";"0";"0";"1";"1"
;;"8";"van Rijn, M.P.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"9";"Berendsen, P.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"10";"Yadegari, S.";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0"
;;"11";"Pot, A.A.M.";"3";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2"
;;"12";"Werner, D.R.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"13";"van Deijk, D.D.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"14";"Russchenberg, S.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"15";"Hallegraeff, D.S.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"16";"Bresser, A.C.";"37";"5";"0";"0";"0";"0";"0";"29";"0";"0";"0";"1";"0";"2";"0"
;;"17";"Abendroth, A.M.";"3";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1"
;;"18";"Darvish-Zadeh, P.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"19";"Schrama, D.D.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"20";"Werner-Wafelman, L.S.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"21";"Plesa, B.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"22";"Bouma, E.";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0"
;;"23";"Bethlehem, C.";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"24";"Dekkers, S.A.P.";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"25";"van Nes, T.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"26";"Linnenbank, A.C.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"27";"Braun, P.W.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"28";"Doting, R.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Teders, N.B.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Bakkers, T.F.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"van Gelderen, J.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"32";"baron van Till, J.W.J.";"5";"1";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0"
;;"33";"van Breemen, W.";"14";"2";"0";"0";"0";"1";"0";"9";"0";"0";"0";"0";"0";"2";"0"
;;"34";"Blaak, M.G.M.H.";"5";"0";"0";"0";"0";"0";"2";"2";"0";"1";"0";"0";"0";"0";"0"
"18";"BVNL / Groep Van Haga";;;"1571";"73";"83";"80";"62";"34";"113";"356";"113";"113";"150";"69";"62";"70";"193"
;;"1";"van Haga, W.R.";"1163";"59";"67";"66";"52";"20";"77";"256";"92";"82";"93";"51";"50";"55";"143"
;;"2";"Krol, H.C.M.";"39";"0";"2";"0";"0";"0";"5";"14";"2";"6";"0";"4";"1";"0";"5"
;;"3";"van Keimpema, J.S.";"110";"6";"6";"3";"6";"10";"6";"16";"5";"8";"10";"9";"4";"1";"20"
;;"4";"Dercksen, R.G.J.";"5";"0";"0";"0";"0";"0";"1";"4";"0";"0";"0";"0";"0";"0";"0"
;;"5";"Koopmans - van der Veen, W.J.";"21";"3";"2";"3";"0";"0";"1";"3";"2";"2";"1";"0";"2";"2";"0"
;;"6";"van Aalst, R.R.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"7";"Emons, I.M.A.";"15";"0";"0";"0";"2";"0";"1";"5";"1";"2";"1";"0";"0";"2";"1"
;;"8";"Shahbazi Fishtali, S.";"19";"0";"0";"3";"0";"1";"0";"7";"0";"0";"4";"1";"1";"1";"1"
;;"9";"de Kok, A.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"10";"van Tellingen, H.P.";"6";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"0";"0";"1"
;;"11";"van der Velden, P.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"12";"Ramautarsing, Y.J.S.";"3";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0"
;;"13";"Bosscher, C.J.";"7";"1";"0";"1";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"2"
;;"14";"Wijnschenk, H.H.R.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"15";"Hulleman, S.P.X.";"46";"1";"1";"2";"0";"1";"4";"15";"1";"6";"0";"1";"1";"6";"7"
;;"16";"Schuiling, A.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"17";"van der Veen, T.A.";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"18";"Schilder, P.C.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"19";"Vogelzang, S.J.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"20";"Pestman, R.J.E.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"21";"Vulders, S.";"3";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0"
;;"22";"van der Wiele, D.";"15";"0";"0";"0";"0";"0";"5";"0";"0";"1";"8";"0";"0";"0";"1"
;;"23";"Brunke, R.L.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"24";"Gorter-de Vos, M.";"5";"0";"0";"0";"1";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0"
;;"25";"van Dalen, E.H.";"38";"0";"0";"0";"0";"0";"5";"0";"4";"0";"20";"2";"0";"0";"7"
;;"26";"Wiersma, K.J.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"27";"van Kassel, P.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"28";"Wymenga-Kooistra, G.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Jonk, S.J.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Zuidema, C.";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"van der Meeren, C.J.R.F.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"32";"Mensing, C.M.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"33";"Durlacher, F.";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"34";"Dienjes, C.S.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"35";"de Bekker, M.A.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"36";"Laarhoven, E.L.O.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"37";"Eradus, R.F.E.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"38";"Westhoff, R.J.H.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"39";"Beverloo, M.";"17";"0";"3";"0";"0";"0";"4";"0";"1";"0";"7";"0";"0";"0";"2"
;;"40";"van Buuren, M.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
