"Verkiezing";;"Tweede Kamer der Staten-Generaal 2023"
"Datum";;"2023-11-22"
"Gebied";;"Kieskring Middelburg"
"Nummer";;"HSB16"

"Lijstnummer";"Aanduiding";"Volgnummer";"Naam kandidaat";"Totaal";"Borsele";"Goes";"Hulst";"Kapelle";"Middelburg";"Reimerswaal";"Terneuzen";"Tholen";"Veere";"Vlissingen";"Schouwen-Duiveland";"Noord-Beveland";"Sluis"
;;"46";"Achbar, F.";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
"14";"50PLUS";;;"1297";"92";"122";"87";"44";"147";"59";"218";"61";"54";"219";"103";"20";"71"
;;"1";"van Hooft, G.O.P.C.";"786";"60";"77";"52";"31";"85";"30";"110";"37";"33";"132";"77";"11";"51"
;;"2";"van Rooij, M.G.J.H.";"23";"3";"3";"0";"0";"2";"1";"5";"1";"0";"6";"1";"1";"0"
;;"3";"Brouwers, J.F.X.M.";"7";"0";"1";"0";"0";"0";"2";"2";"0";"0";"1";"0";"0";"1"
;;"4";"Hoek, W.M.M.";"167";"14";"17";"2";"6";"31";"6";"19";"7";"10";"35";"13";"3";"4"
;;"5";"van Acquoij, R.H.";"9";"0";"0";"0";"1";"1";"1";"0";"0";"1";"4";"1";"0";"0"
;;"6";"Hernández Martínez, A.";"40";"1";"5";"2";"2";"6";"2";"3";"3";"2";"8";"3";"2";"1"
;;"7";"Fonhof, G.J.";"4";"0";"1";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0"
;;"8";"van Tilborg, H.C.A.M.";"7";"0";"0";"0";"1";"2";"0";"1";"1";"1";"0";"1";"0";"0"
;;"9";"van Orsouw, J.H.T.";"6";"1";"0";"0";"0";"0";"4";"0";"0";"1";"0";"0";"0";"0"
;;"10";"Faassen, A.G.";"6";"3";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0"
;;"11";"Hessing, J.C.";"168";"5";"6";"29";"2";"10";"3";"71";"1";"6";"19";"3";"0";"13"
;;"12";"Jablonski, J.";"3";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0"
;;"13";"Bongers, J.W.M.";"3";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0"
;;"14";"Franse, A.H.";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"15";"van Loon, J.C.A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"16";"de Kruif, F.N.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"van Es, J.W.";"8";"0";"3";"0";"0";"1";"0";"1";"0";"0";"3";"0";"0";"0"
;;"18";"Biever, R.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"19";"Hamersma, K.";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"20";"Hornis, M.P.";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"21";"van Aert, J.L.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"22";"Vriens, M.F.L.";"4";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0"
;;"23";"Voets, J.J.M.";"45";"3";"6";"0";"1";"4";"6";"4";"11";"0";"6";"2";"1";"1"
;;"24";"Hendriks, J.";"7";"1";"0";"1";"0";"2";"0";"0";"0";"0";"3";"0";"0";"0"
"15";"BBB";;;"13535";"1272";"949";"1321";"522";"939";"665";"1831";"970";"978";"857";"1483";"422";"1326"
;;"1";"van der Plas, C.A.M.";"10262";"989";"716";"959";"392";"746";"509";"1228";"811";"774";"661";"1162";"323";"992"
;;"2";"Keijzer, M.C.G.";"895";"99";"76";"57";"45";"68";"47";"111";"61";"60";"84";"94";"32";"61"
;;"3";"Tuinman, G.P.";"158";"11";"6";"9";"4";"16";"13";"18";"19";"9";"20";"16";"6";"11"
;;"4";"Vermeer, H.";"20";"1";"2";"4";"0";"3";"1";"3";"0";"4";"0";"1";"1";"0"
;;"5";"Helder, L.M.J.S.";"48";"5";"6";"5";"0";"1";"2";"3";"4";"8";"7";"6";"1";"0"
;;"6";"Pierik, C.R.";"28";"6";"1";"0";"0";"1";"4";"3";"5";"2";"1";"1";"4";"0"
;;"7";"van Zanten, C.R.";"21";"2";"4";"1";"1";"2";"0";"2";"1";"2";"4";"1";"0";"1"
;;"8";"Rummenie, J.F.";"4";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1"
;;"9";"Pouw-Verweij, N.J.F.";"46";"6";"3";"1";"0";"1";"3";"7";"5";"1";"8";"5";"0";"6"
;;"10";"Rikkers-Oosterkamp, M.G.F.";"9";"0";"3";"1";"0";"0";"0";"1";"1";"1";"2";"0";"0";"0"
;;"11";"Wijen-Nass, M.J.M.H.";"16";"1";"1";"0";"1";"2";"0";"4";"1";"0";"0";"5";"0";"1"
;;"12";"Oostenbrink, M.";"7";"1";"1";"0";"0";"1";"0";"1";"0";"0";"1";"2";"0";"0"
;;"13";"Rekers, J.D.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"14";"Hendriks, A.J.";"10";"5";"0";"0";"0";"0";"0";"3";"1";"1";"0";"0";"0";"0"
;;"15";"Govaert, C.A.H.M.";"1320";"84";"56";"258";"41";"47";"48";"406";"34";"53";"29";"58";"39";"167"
;;"16";"van Vliet, L.R.";"6";"2";"2";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"Hemmen, H.M.";"4";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"1";"0";"1"
;;"18";"van Vuuren, C.H.";"8";"0";"0";"1";"0";"0";"0";"0";"3";"0";"2";"1";"0";"1"
;;"19";"van der Meer, S.";"5";"1";"0";"1";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0"
;;"20";"Stoop, C.J.";"19";"3";"1";"3";"1";"0";"1";"2";"3";"0";"1";"2";"1";"1"
;;"21";"van Veen, A.";"5";"1";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0"
;;"22";"van Lissum, J.T.M.";"2";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0"
;;"23";"Stegink, T.W.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"24";"Huiskamp, F.M.";"3";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0"
;;"25";"Eppink, D.J.";"6";"0";"0";"0";"0";"2";"1";"2";"1";"0";"0";"0";"0";"0"
;;"26";"Hankers, H.F.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"27";"Berghout, N.C.G.";"2";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"28";"Roubos, G.L.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"29";"Evers, G.J.A.";"2";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"30";"Sijbolts, M.A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"Poppe, W.P.";"292";"38";"56";"6";"27";"25";"29";"9";"8";"39";"24";"17";"6";"8"
;;"32";"Swaag, J.H.";"4";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"33";"Waalkens, D.E.";"10";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7"
;;"34";"de Ridder, R.J.G.";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"35";"Jaspers, W.C.P.H.";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"36";"Floors, G.W.C.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"37";"Luitwieler-Bosma, J.M.";"4";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"1";"0";"0"
;;"38";"Rood, I.";"2";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"39";"van Noort, M.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"40";"Cromwijk, J.";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"41";"van Wijk, J.W.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"42";"Bos-Zandstra, K.J.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"43";"Egelmeers, P.C.J.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"44";"Baltus, A.W.M.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1"
;;"45";"van der Wereld-Verkerk, P.C.";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"46";"Schoone, L.";"6";"0";"0";"2";"0";"1";"0";"1";"0";"0";"1";"1";"0";"0"
;;"47";"Spätgens, J.M.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"48";"Zeedzen, D.";"2";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"49";"Keijmel, S.J.";"115";"2";"2";"10";"0";"4";"2";"20";"2";"7";"5";"0";"0";"61"
;;"50";"Lievense, R.";"180";"11";"9";"1";"4";"11";"3";"1";"9";"13";"2";"108";"5";"3"
"16";"BIJ1";;;"327";"11";"34";"17";"10";"79";"4";"32";"15";"12";"57";"35";"6";"15"
;;"1";"Olf, E.M.";"136";"7";"9";"10";"5";"27";"2";"12";"4";"4";"28";"14";"4";"10"
;;"2";"Mc Cray, L.";"71";"2";"10";"3";"1";"14";"1";"7";"5";"3";"14";"6";"2";"3"
;;"3";"Salmi, L.";"20";"0";"2";"1";"0";"9";"1";"0";"1";"0";"4";"2";"0";"0"
;;"4";"Courtar, G.O.";"6";"0";"0";"0";"0";"3";"0";"0";"0";"0";"2";"1";"0";"0"
;;"5";"de Miranda, E.N.";"6";"0";"2";"0";"0";"1";"0";"0";"2";"0";"0";"1";"0";"0"
;;"6";"Berend, C.E.W.R.";"30";"1";"3";"2";"1";"7";"0";"6";"0";"1";"2";"7";"0";"0"
;;"7";"Luhrs, Y.";"6";"0";"1";"0";"1";"1";"0";"0";"0";"1";"0";"2";"0";"0"
;;"8";"Gal, Y.";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"9";"ten Caat, J.";"4";"0";"0";"0";"0";"1";"0";"0";"1";"0";"2";"0";"0";"0"
;;"10";"Zandee, J.I.N.";"11";"0";"1";"0";"0";"6";"0";"2";"0";"0";"1";"1";"0";"0"
;;"11";"Bakker, D.L.";"3";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0"
;;"12";"Wienen, R.D.";"14";"0";"3";"0";"1";"4";"0";"2";"1";"1";"1";"0";"0";"1"
;;"13";"Bijleveld, D.";"9";"1";"2";"1";"0";"2";"0";"0";"1";"0";"1";"0";"0";"1"
;;"14";"Vrede, R.I.";"2";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0"
;;"15";"Timmer, R.S.Y.";"8";"0";"1";"0";"0";"2";"0";"0";"0";"2";"2";"1";"0";"0"
"17";"Piratenpartij - De Groenen";;;"169";"6";"21";"12";"7";"24";"9";"23";"8";"6";"26";"15";"1";"11"
;;"1";"van Treuren, M.A.";"88";"5";"8";"6";"3";"10";"8";"13";"4";"1";"18";"7";"0";"5"
;;"2";"Sadloe, S.";"16";"0";"0";"2";"1";"5";"0";"2";"2";"1";"1";"1";"0";"1"
;;"3";"van Zwoll, R.M.E.";"5";"1";"0";"0";"0";"2";"0";"1";"0";"0";"0";"1";"0";"0"
;;"4";"Pontier, M.A.";"4";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"1";"0";"0"
;;"5";"Brandsma, W.A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"6";"ter Haar, O.H.";"4";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0"
;;"7";"Zimmerman, H.K.";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1"
;;"8";"van Rijn, M.P.";"3";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0"
;;"9";"Berendsen, P.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"10";"Yadegari, S.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"11";"Pot, A.A.M.";"3";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1"
;;"12";"Werner, D.R.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"13";"van Deijk, D.D.";"3";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1"
;;"14";"Russchenberg, S.";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"15";"Hallegraeff, D.S.";"2";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"16";"Bresser, A.C.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"17";"Abendroth, A.M.";"3";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0"
;;"18";"Darvish-Zadeh, P.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"19";"Schrama, D.D.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"20";"Werner-Wafelman, L.S.";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0"
;;"21";"Plesa, B.";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"22";"Bouma, E.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"23";"Bethlehem, C.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"24";"Dekkers, S.A.P.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"25";"van Nes, T.";"22";"0";"7";"0";"2";"0";"1";"3";"0";"2";"4";"2";"0";"1"
;;"26";"Linnenbank, A.C.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"27";"Braun, P.W.";"2";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
;;"28";"Doting, R.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"29";"Teders, N.B.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Bakkers, T.F.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"van Gelderen, J.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"32";"baron van Till, J.W.J.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"33";"van Breemen, W.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"34";"Blaak, M.G.M.H.";"5";"0";"2";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0"
"18";"BVNL / Groep Van Haga";;;"1434";"103";"156";"99";"25";"154";"63";"190";"76";"102";"214";"123";"48";"81"
;;"1";"van Haga, W.R.";"1063";"67";"115";"86";"13";"124";"50";"152";"55";"72";"149";"91";"31";"58"
;;"2";"Krol, H.C.M.";"46";"3";"6";"3";"0";"5";"3";"5";"3";"4";"6";"5";"0";"3"
;;"3";"van Keimpema, J.S.";"92";"10";"11";"2";"3";"5";"2";"8";"7";"14";"10";"9";"7";"4"
;;"4";"Dercksen, R.G.J.";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"5";"Koopmans - van der Veen, W.J.";"12";"1";"1";"0";"1";"1";"0";"0";"2";"0";"3";"1";"1";"1"
;;"6";"van Aalst, R.R.";"4";"0";"0";"0";"1";"1";"0";"0";"0";"0";"2";"0";"0";"0"
;;"7";"Emons, I.M.A.";"6";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
;;"8";"Shahbazi Fishtali, S.";"6";"1";"0";"0";"0";"1";"0";"0";"0";"1";"2";"1";"0";"0"
;;"9";"de Kok, A.";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"10";"van Tellingen, H.P.";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"11";"van der Velden, P.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"12";"Ramautarsing, Y.J.S.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"13";"Bosscher, C.J.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"14";"Wijnschenk, H.H.R.";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
;;"15";"Hulleman, S.P.X.";"50";"3";"1";"2";"0";"6";"3";"11";"5";"4";"6";"4";"1";"4"
;;"16";"Schuiling, A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"van der Veen, T.A.";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"18";"Schilder, P.C.J.";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"19";"Vogelzang, S.J.";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0"
;;"20";"Pestman, R.J.E.";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"21";"Vulders, S.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"22";"van der Wiele, D.";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"23";"Brunke, R.L.";"78";"7";"9";"1";"6";"5";"1";"7";"0";"6";"27";"5";"2";"2"
;;"24";"Gorter-de Vos, M.";"4";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0"
;;"25";"van Dalen, E.H.";"2";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0"
;;"26";"Wiersma, K.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"27";"van Kassel, P.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"28";"Wymenga-Kooistra, G.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Jonk, S.J.M.";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Zuidema, C.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"van der Meeren, C.J.R.F.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"32";"Mensing, C.M.";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"33";"Durlacher, F.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"34";"Dienjes, C.S.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"35";"de Bekker, M.A.";"6";"3";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1"
;;"36";"Laarhoven, E.L.O.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"37";"Eradus, R.F.E.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"38";"Westhoff, R.J.H.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"39";"Beverloo, M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"40";"van Buuren, M.J.";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0"
;;"41";"Overeem, A.C.";"21";"2";"3";"1";"0";"3";"1";"3";"1";"0";"3";"2";"1";"1"
;;"42";"Thiessens, F.B.M.";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"43";"Brouwer, A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"44";"Manders, T.T.A.J.";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"45";"Filippini, L.T.C.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"46";"Verweij, D.W.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"47";"Elens, R.B.";"12";"3";"0";"1";"0";"0";"2";"1";"0";"1";"1";"1";"0";"2"
;;"48";"Rolloos, M.A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"49";"Talsma, J.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"50";"Smolders, H.A.J.";"3";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0"
"19";"Nieuw Sociaal Contract";;;"28102";"1741";"3095";"2129";"1032";"3476";"1092";"3686";"1756";"1844";"3315";"2696";"683";"1557"
;;"1";"Omtzigt, P.H.";"26400";"1612";"2848";"2064";"956";"3206";"1041";"3514";"1687";"1712";"3094";"2544";"636";"1486"
;;"2";"van Vroonhoven-Kok, J.N.";"809";"63";"126";"27";"39";"122";"25";"81";"30";"68";"107";"76";"17";"28"
;;"3";"Uitermark, J.J.M.";"161";"12";"21";"5";"10";"26";"6";"16";"2";"10";"22";"20";"0";"11"
;;"4";"Veldkamp, C.C.J.";"28";"0";"6";"2";"0";"5";"0";"2";"4";"1";"5";"3";"0";"0"
;;"5";"Palmen-Schlangen, S.T.P.H.";"119";"8";"16";"2";"5";"19";"2";"12";"6";"10";"18";"13";"5";"3"
;;"6";"van Hijum, Y.J.";"25";"3";"4";"1";"2";"3";"0";"3";"0";"0";"1";"4";"2";"2"
;;"7";"Soepboer, A.J.";"46";"5";"4";"3";"2";"2";"1";"3";"8";"5";"7";"2";"0";"4"
;;"8";"Joseph, A.S.";"25";"1";"4";"0";"0";"4";"1";"4";"0";"3";"5";"3";"0";"0"
;;"9";"Six Dijkstra, J.P.S.";"10";"0";"0";"2";"0";"3";"0";"3";"1";"0";"0";"0";"0";"1"
;;"10";"Welzijn, R.M.";"43";"4";"4";"1";"0";"7";"4";"6";"3";"3";"4";"6";"0";"1"
;;"11";"Postma, W.L.";"15";"1";"2";"3";"0";"1";"0";"2";"1";"2";"0";"1";"1";"1"
;;"12";"Zeedijk-Raeven, F.A.";"38";"3";"8";"2";"0";"3";"0";"7";"2";"2";"2";"5";"3";"1"
;;"13";"Idsinga, F.L.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3"
;;"14";"Jansen, D.E.M.C.";"19";"1";"1";"1";"1";"1";"0";"0";"1";"2";"5";"3";"2";"1"
;;"15";"van Oostenbruggen, T.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"16";"Kahraman, I.";"3";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1"
;;"17";"Hertzberger, R.Y.";"81";"2";"12";"2";"2";"19";"2";"8";"2";"4";"10";"7";"8";"3"
;;"18";"Bruyning, F.H.";"20";"2";"4";"0";"1";"1";"3";"1";"1";"1";"3";"0";"2";"1"
;;"19";"van Dijk, O.C.";"5";"3";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"20";"Holman, H.";"6";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"1";"1"
;;"21";"Boomsma, D.T.";"11";"2";"1";"1";"1";"4";"0";"0";"0";"0";"1";"1";"0";"0"
;;"22";"Heite, A.";"22";"1";"2";"1";"1";"7";"0";"1";"0";"2";"0";"0";"2";"5"
;;"23";"Saris, I.G.";"17";"2";"1";"1";"2";"0";"0";"3";"1";"0";"2";"0";"1";"4"
;;"24";"Wingelaar, N.T.P.";"7";"1";"2";"0";"0";"2";"0";"0";"0";"1";"0";"1";"0";"0"
;;"25";"Koops, W.J.";"2";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"26";"Achahbar, N.";"11";"0";"3";"1";"2";"1";"0";"1";"0";"0";"3";"0";"0";"0"
;;"27";"van Waveren, A.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"28";"de Korte-Verhoef, M.C.";"7";"0";"1";"0";"1";"2";"0";"0";"0";"1";"2";"0";"0";"0"
;;"29";"Boelhouwer, N.P.";"37";"3";"4";"0";"1";"9";"0";"2";"4";"5";"4";"3";"2";"0"
;;"30";"Schouten, M.A.C.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"Kouwenhoven, A.J.";"3";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"32";"Verouden, V.C.H.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"33";"Heine, J.A.H.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"34";"Pouwelse, S.F.W.";"62";"3";"5";"2";"2";"23";"2";"6";"1";"7";"11";"0";"0";"0"
;;"35";"de Leeuw-Jongejans, M.M.";"7";"0";"2";"1";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0"
;;"36";"Hartog, I.C.";"4";"0";"1";"0";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0"
;;"37";"van Bruchem, R.H.J.";"2";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"38";"van de Ven, M.A.A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"39";"de Neijs, E.D.E.";"6";"0";"1";"1";"0";"1";"0";"0";"1";"0";"1";"0";"1";"0"
;;"40";"Hassoo, W.";"13";"2";"3";"0";"1";"0";"1";"0";"0";"2";"2";"2";"0";"0"
;;"41";"Graafland-van Duijn, M.A.";"5";"1";"0";"2";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0"
;;"42";"den Hartogh, A.";"4";"2";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0"
;;"43";"Wessels, R.";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"44";"Geleijnse, S.";"21";"1";"7";"1";"1";"1";"1";"4";"0";"2";"3";"0";"0";"0"
"20";"Splinter";;;"185";"6";"29";"11";"1";"24";"9";"26";"17";"8";"21";"15";"7";"11"
;;"1";"van Kooten-Arissen, F.M.";"145";"5";"19";"9";"1";"17";"6";"18";"16";"6";"19";"12";"7";"10"
;;"2";"Ipenburg, N.";"13";"0";"3";"2";"0";"1";"1";"2";"0";"0";"1";"2";"0";"1"
